company_name,symbol,scripcode
Chemiesynth (Vapi) Ltd.,,539230.0
Coronet Industries Ltd.,,
Datson Exports Ltd.,,
Electro Polychem Ltd.,,
ETT Ltd.,,537707.0
GTV Engineering Ltd.,,539479.0
Indra Industries Ltd.,,539175.0
Manjunatha Investments Ltd.,,
Maxworth Industrial Services Ltd.,,
Madhav Infra Projects Ltd.,,539894.0
Nandini Texcom (India) Ltd.,,
Niraj Ispat Industries Ltd.,NIRAJISPAT,
Non Such Tea Estate Ltd.,,
Plaza Properties Ltd.,,
Sewa Mercantile Co Ltd.,,
Shatabadi Finlease & Securities Ltd.,,
Shriniwas Steel Ltd.,,
Sidh Leasing Ltd.,,
Sophia Exports Ltd.,,
Tetrahedron Ltd.,,
Goenka Business & Finance Ltd.,,538787.0
Interactive Financial Services Ltd.,,539692.0
MLDC Combines Ltd.,,
Mriduhari Trade & Industries Ltd.,,
Pronto Industrial Services Ltd.,,
Snow White Metal Industries Ltd.,,
Superior Finlease Ltd.,,539835.0
Supreme Impex Ltd.,,
Khoobsurat Ltd.,,535730.0
Jindal Poly Investment and Finance Company Ltd.,JPOLYINVST,536773.0
Alacrity Securities Ltd.,,535916.0
GCM Commodity & Derivatives Ltd.,,535917.0
Julien Agro Infratech Ltd.,,536073.0
VKJ Infradevelopers Ltd.,,536128.0
Access Global Ltd.,,
Regis Industries Ltd.,,543208.0
Continental Fiscal Management Ltd.,,
Fortune Investors & Traders Ltd.,,
ISG Traders Ltd.,,
Keval India Ltd.,,
Leo Industrials Ltd.,,
Netripples Software Ltd.,,542117.0
PSTS Heavy Lift & Shift Ltd.,,
The Puthutotam Estates (1943) Ltd.,,
Sangotri Constructions Ltd.,,
SA Portfolio Ltd.,,
Saraswati Capital Services Ltd.,,
SB Overseas Ltd.,,
Shri Mahasati Investments Ltd.,,
Likhami Consulting Ltd.,,539927.0
Time Plus Securities & Services Ltd.,,
TI Pharma Ltd.,,
Rajnish Enterprises Ltd.,,
Integra Essentia Ltd.,ESSENTIA,535958.0
Tiger Logistics (India) Ltd.,,536264.0
RJ Bio-Tech Ltd.,,536456.0
Shri Mahalaxmi Agricultural Development Ltd.,,539010.0
Shripet Cybertech Systems Ltd.,,
Siva Sivani International Academy Ltd.,,
Siyaram India Ltd.,,
Smart Capital Services Ltd.,,
Snowtemp Engineering Co Ltd.,,
Sonarji Ltd.,,
Soumag Electronics Ltd.,,
Southern Agrosynthese Ltd.,,
Vintage Coffee & Beverages Ltd.,,538920.0
Sparton Commerce Ltd.,,
SRU Steels Ltd.,,540914.0
Status Management Services Ltd.,,
Strategic Brand Equity Ltd.,,
Sudarshan Entrade Ltd.,,
Sunrise Distilleries Ltd.,,
India Stuffyarn Ltd.,,
Super Finance Ltd.,,
Symbiox Investment & Trading Co Ltd.,,539278.0
Panth Infinity Ltd.,,539143.0
TCI Bhoruka Projects Ltd.,,
TSS India Ltd.,,
Tantech Agro Chemicals Ltd.,,
Tarangini Investments Ltd.,,
Tasati Tea Ltd.,,
Varindera Spinners Ltd.,,
Varistha Leasing (International) Ltd.,,
Veer Vardhman Textile Mills Ltd.,,
Versatile Wires Ltd.,,
Vidula Chemicals & Manufacturing Industries Ltd.,,
Dev Kunj Trade Enterprises Ltd.,,
Vishranti Trading Enterprises Ltd.,,
Vrundavan Agro Industries Ltd.,,
Wartyhully Estates Ltd.,,
Welspun Tradewel Ltd.,,
Winmore Leasing & Holdings Ltd.,,
Yellow Valley Leasing & Finance Ltd.,,
Zel Jewellers Ltd.,,
Zen Industrial Services Ltd.,,
ZR Infra Ltd.,,
Zenith Global Consultants Ltd.,,
Zental Drugs Ltd.,,
Zoom Leasing & Finance Co Ltd.,,
Simco Business Ltd.,,
Sudha Commercial Co Ltd.,,
Sunshine Capital Ltd.,,539574.0
Swarn Mayur Bonds & Holdings Ltd.,,
TTI Enterprise Ltd.,,538597.0
Tamilnadu Finance Ltd.,,
Sumangla Investment Co Ltd.,,
Victor Builders Ltd.,,
Victor Commercial Co Ltd.,,
Vijay Hemant Finance & Estates Ltd.,,
Vikasjyoti Commerce Ltd.,,
Vikram Capital Management Ltd.,,
Vikram Financial Services Ltd.,,
Vikram Investment Company Ltd.,,
Virat Leasing Ltd.,,539167.0
Virdhi Commercial Co Ltd.,,
Visco Trade Associates Ltd.,,540097.0
Vishnuhari Investments & Properties Ltd.,,
Western India Commercial Co Ltd.,,
Winsome Holdings & Investments Ltd.,,
SRG Securities Finance Ltd.,,536710.0
Worth Investment & Trading Co Ltd.,,538451.0
Yama Finance Ltd.,,
Zenith Credit Ltd.,,
Zircon Traders Ltd.,,
VCU Data Management Ltd.,,536672.0
Stellar Capital Services Ltd.,,536738.0
Yug Decor Ltd.,,540550.0
PVV Infra Ltd.,,536659.0
Benchmark Computer Solutions Ltd.,,544052.0
Gujarat Gas Ltd.,GUJGASLTD,539336.0
Yuranus Infrastructure Ltd.,,536846.0
Mercantile Ventures Ltd.,,538942.0
Arnold Holdings Ltd.,,537069.0
Suyog Telematics Ltd.,,537259.0
RCI Industries & Technologies Ltd.,,537254.0
Ideaforge Technology Ltd.,IDEAFORGE,543932.0
Hindustan Cables Ltd.,,
Chemtech Industrial Valves Ltd.,,537326.0
Agrimony Commodities Ltd.,,537492.0
Aptus Value Housing Finance India Ltd.,APTUS,543335.0
Davangere Sugar Company Ltd.,DAVANGERE,543267.0
Polymac Thermoformers Ltd.,,537573.0
ECS Biztech Ltd.,,540063.0
GR Infraprojects Ltd.,GRINFRA,543317.0
Horizon Multi Projects Ltd.,,
Indo American Electricals Ltd.,,
Indianivesh Capitals Ltd.,,
Lingapur Estates Ltd.,,
Marda Commercial & Holdings Ltd.,,
Negolice India Ltd.,,
Orbit Industries Ltd.,,
Power Mech Projects Ltd.,POWERMECH,539302.0
Precision Camshafts Ltd.,PRECAM,539636.0
Ryam Commerce & Plantations Ltd.,,
Sanginita Chemicals Ltd.,SANGINITA,
STL Exports Ltd.,,
Tribute Trading & Finance Ltd.,,
Umang Commercial Company Ltd.,,
Universal Print Systems Ltd.,,
Zomato Ltd.,ZOMATO,543320.0
Unishire Urban Infra Ltd.,,537582.0
Laxmipati Engineering Works Ltd.,,537669.0
Viaan Industries Ltd.,,537524.0
B.C. Power Controls Ltd.,BCP,537766.0
Karnimata Cold Storage Ltd.,,537784.0
Race Eco Chain Ltd.,RACE,537785.0
R&B Denims Ltd.,,538119.0
Phoenix Township Ltd.,,537839.0
Haria Apparels Ltd.,,538081.0
Genus Paper & Boards Ltd.,GENUSPAPER,538961.0
Abhinav Leasing & Finance Ltd.,,538952.0
Alliance Management & Fiscal Services Ltd.,,
Amaravati Agro Ltd.,,
Apex Enterprises (India) Ltd.,,
APM Investments Ltd.,,
Bhutoria Valve Udyog Ltd.,,
Tempo Appliances India Ltd.,,
Calcutta Investment Company Ltd.,,
Chemcaps Ltd.,,
CLS Ltd.,,
Crown Leasing & Finance Ltd.,,
DD Ventures Ltd.,,
Dev Holdings Ltd.,,
Dewan Sugars Ltd.,,
Dibba Infotech Ltd.,,
Western Conglomerate Ltd.,,
Distinctive Properties & Leasing Ltd.,,
Dumpy Holdings Ltd.,,
Emami Frank Ross Ltd.,,
Enchant Constructions Pvt Ltd.,,
PB Fintech Ltd.,POLICYBZR,543390.0
Evergreen Commercial Company Ltd.,,
Flower Trading & Investment Company Ltd.,,
F Mec International Financial Services Ltd.,,539552.0
Foster Engineering Industries Ltd.,,
Galada Finance Ltd.,,538881.0
Gaylord Impex Ltd.,,
GTM Synthetics Ltd.,,
Hada Textile Industries Ltd.,,
International Credits Ltd.,,
Ishaan Infrastructures & Shelters Ltd.,,540134.0
JITF Infralogistics Ltd.,JITFINFRA,540311.0
JK L Atelier Ltd.,,
JR Fabricators Ltd.,,
Juniper Hotels Ltd.,JUNIPER,544129.0
Kamakhya (India) Ltd.,,
JCK Infra Projects Ltd.,,
Aarnav Fashions Ltd.,,539562.0
KHL Properties Ltd.,,
M&I Watches Ltd.,,
Madanlal Ltd.,,
Manabarrie Tea Company Ltd.,,
Ankur Marketing Ltd.,,
Lancer Container Lines Ltd.,LANCER,539841.0
Rajasthan Cylinders & Containers Ltd.,,538707.0
SM Auto Stamping Ltd.,,543065.0
SPS Finquest Ltd.,,538402.0
Windlas Biotech Ltd.,WINDLAS,543329.0
Wardwizard Innovations & Mobility Ltd.,,538970.0
Margo Trading Company Ltd.,,
MCM Investments & Finance Ltd.,,
Monte Carlo Fashions Ltd.,MONTECARLO,538836.0
Srestha Finvest Ltd.,,539217.0
MSD Properties Ltd.,,
Naturite Agro Products Ltd.,,538926.0
NECC Logistics Ltd.,,
New Era Alkaloids & Export Ltd.,,
Nova Roofings & Pipes Ltd.,,
Pilaniwala Textile Mills Ltd.,,
PK Worldwide Ltd.,,
Prasidh Finance Ltd.,,
Raasi Leasing Ltd.,,
Ranbro Brakes India Ltd.,,
Right Address Ltd.,,
Rohini Traders & Exporters Ltd.,,
Rotographics (India) Ltd.,,539922.0
Saraf Infraprojects Ltd.,,
Shahjahanpur Electric Supply Company Ltd.,,
T&I Projects Ltd.,,
Teesta Valley Tea Co. Ltd.,,
Tega Industries Ltd.,TEGA,543413.0
Thamarapally Rubber Co. Ltd.,,
Tosha International Ltd.,,
Trichy Steel Rolling Mills Ltd.,,
Tridev Finance Co. Ltd.,,
Twenty First Century Medicare Ltd.,,
Twenty First Century Securities Ltd.,,
Twinkle Leasing & Finance (Delhi) Ltd.,,
Union Company Ltd.,,
Manoj Vaibhav Gems 'N' Jewellers Ltd.,MVGJL,543995.0
Vaibhav Heavy Vehicles Ltd.,,
Synfosys Business Solutions Ltd.,,
Gold Line International Finvest Ltd.,,538180.0
Frog Cellsat Ltd.,FROG,
Sharp Investments Ltd.,,538212.0
GCM Capital Advisors Ltd.,,538319.0
Golden Bull Research & Growth Ltd.,,538295.0
Tarang Projects & Consultant Ltd.,,538287.0
ASL Industries Ltd.,ASLIND,
Shigan Quantum Technologies Ltd.,SHIGAN,
Moneyboxx Finance Ltd.,,538446.0
Divgi Torqtransfer Systems Ltd.,DIVGIITTS,543812.0
Kumar Autocast Ltd.,,
AF Enterprises Ltd.,,538351.0
Tarini International Ltd.,,538496.0
Alps Motor Finance Ltd.,,538423.0
Imagicaaworld Entertainment Ltd.,IMAGICAA,539056.0
PDS Ltd.,PDSL,538730.0
Quasar India Ltd.,,538452.0
Amarnath Securities Ltd.,,538465.0
Bansal Roofing Products Ltd.,,538546.0
KK Ropeways Ltd.,,
Creative Merchants Ltd.,,538504.0
ASP Technologies Ltd.,,
International Steel Industries Ltd.,,
Ratna Sila Granites Ltd.,,
Score Information Technologies Ltd.,,
Shalimar Holdings Ltd.,,
Skyweb Infotech Ltd.,,
Laxman Industries Ltd.,,
Omansh Enterprises Ltd.,,538537.0
Ramchandra Leasing & Finance Ltd.,,538540.0
Inceptum Enterprises Ltd.,,538541.0
Arman Holdings Ltd.,,538556.0
Adarsh Mercantile Ltd.,,538563.0
Bhanderi Infracon Ltd.,,538576.0
Ashoka Mercantile Ltd.,,
Beekay Niryat Ltd.,,539546.0
Chamong Tea Co. Ltd.,,
Esjay Commerce Ltd.,,
Quess Corp Ltd.,QUESS,539978.0
Maud Tea & Seed Co. Ltd.,,
Nidhi Mercantiles Ltd.,,
Premjyot Fabrics Ltd.,,
Shivlaxmi Exports Ltd.,,
Shyam Metalics And Energy Ltd.,SHYAMMETL,543299.0
SNS (Minerals) Ltd.,,
Zinema Media & Entertainment Ltd.,,538579.0
James Warren Tea Ltd.,,538564.0
Vistar Amar Ltd.,,538565.0
Vishal Fabrics Ltd.,VISHAL,538598.0
Gulf Oil Lubricants India Ltd.,GULFOILLUB,538567.0
Triveni Enterprises Ltd.,,538569.0
Fruition Venture Ltd.,,538568.0
Achal Investments Ltd.,,538570.0
Aavas Financiers Ltd.,AAVAS,541988.0
Solis Marketing Ltd.,,538575.0
A1 Century Trades Ltd.,,
AGR Investments Ltd.,,
Akshat Gases Ltd.,,
Akshay Fiscal Services Ltd.,,
Amit Commercial Co Ltd.,,
Arco Impex Ltd.,,
Nivaka Fashions Ltd.,,542206.0
Bala Bestos (India) Ltd.,,
Belvedere Commercials Ltd.,,
Bhagwati Vanaspati Industries Ltd.,,
The Bijoy Nagar Tea Co Ltd.,,
Chaman Exports Ltd.,,
Chemi World Ltd.,,
Classic Filaments Ltd.,,540310.0
Dani Finlease Ltd.(Delhi),,
Do Max Steel Ltd.,,
Ebony (India) Ltd.,,
Ess Vee Holdings Ltd.,,
Farmtek Agro Exports Ltd.,,
Financial Management Services Ltd.,,
Floreat Power Project Ltd.,,
Focus Agro Products Ltd.,,
Ganga Builders Ltd.,,
Global Corporation Ltd.,,
Glory Trade & Exports Ltd.,,
Gujarat Narmada Knitwear Ltd.,,
Gulmohar Finance Ltd.,,
Hallmark Textiles Ltd.,,
Hind Agro Oils Ltd.,,
Hindustan Commercial Investment Trust Ltd.,,
Hindustan Wire Products Ltd.,,
Hooghly Buildings & Investment Co Ltd.,,
Hoograjuli (Assam) Tea Co Ltd.,,
IGC Industries Ltd.,,539449.0
The India Jute And Industries Ltd.,,
Medico Intercontinental Ltd.,,539938.0
JK Satoh Agricultural Machines Ltd.,,
Colab Cloud Platforms Ltd.,,542866.0
Jayasilpa Floritech Ltd.,,
Universus Photo Imagings Ltd.,UNIVPHOTO,542933.0
Judicious Investments Ltd.,,
Kamal Impex Ltd.,,
Kanoi Developments Ltd.,,
Kasthuri Mills Ltd.,,
Ketki India Ltd.,,
Krico Traders Ltd.,,
Kuber Udyog Ltd.,,539408.0
Kumi Agro Industries Ltd.,,
L&T Technology Services Ltd.,LTTS,540115.0
Leasco Ltd.,,
M Lal And Company Ltd.,,
Macfarlane & Co. Ltd.,,
Madras Spinners Ltd.,,
Manaksia Aluminium Company Ltd.,MANAKALUCO,539045.0
Manaksia Coated Metals & Industries Ltd.,MANAKCOAT,539046.0
Manaksia Steels Ltd.,MANAKSTEEL,539044.0
Mangalam Engineering Projects Ltd.,,
JMJ Fintech Ltd.,,538834.0
Merrygold Mercantiles Ltd.,,
Moderate Credit Corporation Ltd.,,
Mridul Traders Ltd.,,
Nagendra Commercial Ltd.,,
Navoday Consultants Ltd.,,
Necem Cements Ltd.,,
Neelachal Minerals Ltd.,,
New Outlook Securities Ltd.,,
Nidhi Services Ltd.,,
Nirmaan India Ltd.,,
Nitu Trading Co Ltd.,,
Norplex Oak India Ltd.,,
Novex Commercial Enterprises Ltd.,,
Ojswi Trades Investment And Finance Ltd.,,
PR Textiles (India) Ltd.,,
Parbati Holdings Ltd.,,
Pinnacle Trades And Investments Ltd.,,
Port Shipping Co Ltd.,,
Power Infotech Ltd.,,
Pratap Holdings Ltd.,,
Purple Entertainment Ltd.,,540159.0
Reliance Polycrete Ltd.,,
River Finance Ltd.,,
SG Capital Services Ltd.,,
White Organic Retail Ltd.,,542667.0
Sathyakamal Agros Ltd.,,
Sharp Commercial Enterprises Ltd.,,
Shivam International Ltd.,,
Sungold Media And Entertainment Ltd.,,541799.0
Shree Krishna Infrastructure Ltd.,,542146.0
Simbhaoli Sugars Ltd.,SIMBHALS,539742.0
Sita Bhagwat Investments And Finance Ltd.,,
Tube Investments of India Ltd.,TIINDIA,540762.0
Tetron Commercial Ltd.,,
Trustwell Holdings Ltd.,,
Udaipur Cotton Mills Co Ltd.,,
Ujala Commercials Ltd.,,
Unique Manufacturing & Marketing Ltd.,,
Unirama Industries Ltd.,,
Unitrade Assam Ltd.,,
Universal Share Trading And Consultancy Company Ltd.,,
Unnati Mercantile Ltd.,,
VAM Commercial Co Ltd.,,
Vyaparik Pratisthan Ltd.,,
JG Chemicals Ltd.,JGCHEM,544138.0
Milton Industries Ltd.,MILTON,
Riddhi Steel & Tube Ltd.,,540082.0
Gajanan Securities Services Ltd.,,538609.0
Kaizen Agro Infrabuild Ltd.,,538833.0
Brilliant Portfolios Ltd.,,539434.0
Global Credit Capital Ltd.,,
Prabhat Technologies (India) Ltd.,,540027.0
Sirohia & Sons Ltd.,,538667.0
Aananda Lakshmi Spinning Mills Ltd.,,539096.0
Sheshadri Industries Ltd.,,539111.0
Meghna Infracon Infrastructure Ltd.,,538668.0
Encash Entertainment Ltd.,,538684.0
D.P. Wires Ltd.,DPWIRES,543962.0
Ultracab (India) Ltd.,,538706.0
Perfect Infraengineers Ltd.,PERFECT,
Atishay Ltd.,,538713.0
Dhabriya Polywood Ltd.,,538715.0
Vibrant Global Capital Ltd.,,538732.0
Hanman Fit Ltd.,,538731.0
Starlit Power Systems Ltd.,,538733.0
Uniparts India Ltd.,UNIPARTS,543689.0
Shree Pushkar Chemicals & Fertilisers Ltd.,SHREEPUSHK,539334.0
MEP Infrastructure Developers Ltd.,MEP,539126.0
JLA Infraville Shoppers Ltd.,,538765.0
Panabyte Technologies Ltd.,,538742.0
Jet Infraventure Ltd.,,538794.0
Jalan Transolutions (India) Ltd.,JALAN,
Intellect Design Arena Ltd.,INTELLECT,538835.0
Kalyan Capitals Ltd.,,538778.0
Captain Pipes Ltd.,,538817.0
Aanchal Ispat Ltd.,,538812.0
Laurus Labs Ltd.,LAURUSLABS,540222.0
Adani Energy Solutions Ltd.,ADANIENSOL,539254.0
3rd Rock Multimedia Ltd.,3RDROCK,
Greenlam Industries Ltd.,GREENLAM,538979.0
AGI Infra Ltd.,,539042.0
Athena Constructions Ltd.,,539099.0
Sri Amarnath Finance Ltd.,,538863.0
Panafic Industrials Ltd.,,538860.0
Raghuvansh Agrofarms Ltd.,,538921.0
Nexus Surgical And Medicare Ltd.,,538874.0
HEC Infra Projects Ltd.,HECPROJECT,
Emerald Finance Ltd.,,538882.0
Mihika Industries Ltd.,,538895.0
Suryoday Small Finance Bank Ltd.,SURYODAY,543279.0
Shri Niwas Leasing And Finance Ltd.,,538897.0
Dhunseri Tea & Industries Ltd.,DTIL,538902.0
Vani Commercials Ltd.,,538918.0
Equitas Small Finance Bank Ltd.,EQUITASBNK,543243.0
Star Housing Finance Ltd.,,539017.0
Route Mobile Ltd.,ROUTE,543228.0
Crane Infrastructure Ltd.,,538770.0
Ganesha Ecoverse Ltd.,,539041.0
SSPN Finance Ltd.,,539026.0
Fusion Micro Finance Ltd.,FUSION,543652.0
KBC Global Ltd.,KBCGLOBAL,541161.0
Gagandeep Credit Capital Pvt Ltd.,,
Prataap Snacks Ltd.,DIAMONDYD,540724.0
India Shelter Finance Corporation Ltd.,INDIASHLTR,544044.0
Rainbow Children's Medicare Ltd.,RAINBOW,543524.0
Landmark Cars Ltd.,LANDMARK,543714.0
Chennai Ferrous Industries Ltd.,,539011.0
Gita Renewable Energy Ltd.,,539013.0
Filtra Consultants and Engineers Ltd.,,539098.0
UR Sugar Industries Ltd.,,539097.0
OP Chains Ltd.,,539116.0
Fraser and Co Ltd.,,539032.0
Tirupati Tyres Ltd.,,539040.0
BKM Industries Ltd.,BKMINDST,539043.0
CMM Infraprojects Ltd.,CMMIPL,
Balkrishna Paper Mills Ltd.,BALKRISHNA,539251.0
Northlink Fiscal and Capital Services Ltd.,,539110.0
Durgesh Merchants Ltd.,,
A-1 Acid Ltd.,,542012.0
Bharat Road Network Ltd.,BRNL,540700.0
Calcutta Jute Mfg Co Ltd.,,
Cosmic Industries Ltd.,,
Elin Electronics Ltd.,ELIN,543725.0
Infibeam Avenues Ltd.,INFIBEAM,539807.0
Bapu'S Shipping (Jamnagar) Pvt Ltd.,,
BFL Asset Finvest Ltd.,,539662.0
Captain Technocast Ltd.,,540652.0
Franklin Leasing And Finance Ltd.,,539839.0
Gala Global Products Ltd.,,539228.0
Infobeans Technologies Ltd.,INFOBEAN,543644.0
Manas Flour Mills Ltd.,,
Marktesh Trading Ltd.,,
CarTrade Tech Ltd.,CARTRADE,543333.0
Raghav Commercial Ltd.,,
Sprayking Ltd.,,540079.0
Tejnaksh Healthcare Ltd.,,539428.0
Tinna Trade Ltd.,,541741.0
Tirupati Forge Ltd.,TIRUPATIFL,
Vishal Bearings Ltd.,,539398.0
Yasho Industries Ltd.,YASHO,541167.0
VB Industries Ltd.,,539123.0
Crescent Leasing Ltd.,,539131.0
Arfin India Ltd.,,539151.0
Swagtam Trading & Services Ltd.,,539406.0
Garment Mantra Lifestyle Ltd.,,539216.0
Ambition Mica Ltd.,,539223.0
Mishka Exim Ltd.,,539220.0
Growington Ventures India Ltd.,,539222.0
Rudra Global Infra Products Ltd.,,539226.0
GIR Natureview Resorts Ltd.,GIRRESORTS,
Loyal Equipments Ltd.,,539227.0
Aurum Proptech Ltd.,AURUM,539289.0
Genomic Valley Biotech Ltd.,,539206.0
Mohini Health & Hygiene Ltd.,MHHL,
Amrapali Fincap Ltd.,,539265.0
Pecos Hotels and Pubs Ltd.,,539273.0
Jyotirgamya Enterprises Ltd.,,539246.0
Mangalam Seeds Ltd.,,539275.0
Eiko Lifesciences Ltd.,,540204.0
Antony Waste Handling Cell Ltd.,AWHCL,543254.0
Blueblood Ventures Ltd.,,539637.0
Ganga Pharmaceuticals Ltd.,,539680.0
Hindcon Chemicals Ltd.,HINDCON,
Waaree Technologies Ltd.,,539337.0
Inox Green Energy Services Ltd.,INOXGREEN,543667.0
Jupiter Life Line Hospitals Ltd.,JLHL,543980.0
Vikas Lifecare Ltd.,VIKASLIFE,542655.0
Par Drugs And Chemicals Ltd.,PAR,
Pressman Properties Ltd.,,
Ramdevbaba Solvent Ltd.,RBS,
Shaival Reality Ltd.,SHAIVAL,
Srivasavi Adhesive Tapes Ltd.,SRIVASAVI,
Naksh Precious Metals Ltd.,,539402.0
Zeal Aqua Ltd.,,539963.0
Samsrita Labs Ltd.,,539267.0
Universal Auto Foundry Ltd.,,539314.0
Thinkink Picturez Ltd.,,539310.0
Ahimsa Industries Ltd.,AHIMSA,
Bella Casa Fashion & Retail Ltd.,,539399.0
Patdiam Jewellery Ltd.,,539401.0
Pritika Auto Industries Ltd.,PRITIKAUTO,539359.0
IDFC First Bank Ltd.,IDFCFIRSTB,539437.0
Five-Star Business Finance Ltd.,FIVESTAR,543663.0
Decorous Investment & Trading Co Ltd.,,539405.0
Generic Engineering Construction And Projects Ltd.,GENCON,539407.0
Muzali Arts Ltd.,,539410.0
Ecofinity Atomix Ltd.,,539455.0
Panorama Studios International Ltd.,,539469.0
Navigant Corporate Advisors Ltd.,,539521.0
Geetanjali Credit and Capital Ltd.,,539486.0
Rajkot Investment Trust Ltd.,,539495.0
Suncare Traders Ltd.,,539526.0
Mayukh Dealtrade Ltd.,,539519.0
GVP Infotech Ltd.,GVPTECH,
Apoorva Leasing Finance And Investment Company Ltd.,,539545.0
Bandhan Bank Ltd.,BANDHANBNK,541153.0
Shivansh Finserve Ltd.,,539593.0
Mishtann Foods Ltd.,,539594.0
Sharanam Infraproject and Trading Ltd.,,539584.0
Global Health Ltd.,MEDANTA,543654.0
Delta Industrial Resources Ltd.,,539596.0
Blue Cloud Softech Solutions Ltd.,,539607.0
Vidli Restaurants Ltd.,,539659.0
BCL Enterprises Ltd.,,539621.0
Lucent Industries Ltd.,,539682.0
KP Energy Ltd.,,539686.0
Pudumjee Paper Products Ltd.,PDMJEPAPER,539785.0
ACE Men Engg Works Ltd.,,539661.0
Kapil Raj Finance Ltd.,,539679.0
Radhagobind Commercial Ltd.,,539673.0
Hiliks Technologies Ltd.,,539697.0
Wealth First Portfolio Managers Ltd.,WEALTH,
Relicab Cable Manufacturing Ltd.,,539760.0
Gokul Agro Resources Ltd.,GOKULAGRO,539725.0
Khemani Distributors & Marketing Ltd.,,539788.0
CHD Chemicals Ltd.,,539800.0
Umiya Tubes Ltd.,,539798.0
Radiant Cash Management Services Ltd.,RADIANTCMS,543732.0
Vantage Knowledge Academy Ltd.,,539761.0
Nintec Systems Ltd.,NINSYS,539843.0
Bigbloc Construction Ltd.,BIGBLOC,540061.0
Raghav Productivity Enhancers Ltd.,,539837.0
Le Lavoir Ltd.,,539814.0
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,539876.0
Balgopal Commercial Ltd.,,539834.0
Darshan Orna Ltd.,,539884.0
Shanti Educational Initiatives Ltd.,,539921.0
Halder Venture Ltd.,,539854.0
Sagardeep Alloys Ltd.,SAGARDEEP,
United Polyfab Gujarat Ltd.,UNITEDPOLY,
Kwality Pharmaceuticals Ltd.,,539997.0
Shiva Granito Export Ltd.,,540072.0
Titaanium Ten Enterprise Ltd.,,539985.0
BLS International Services Ltd.,BLS,540073.0
Bazel International Ltd.,,539946.0
Prime Fresh Ltd.,,540404.0
Diksat Transworld Ltd.,,540151.0
KKV Agro Powers Ltd.,KKVAPOW,
Advance Syntex Ltd.,,539982.0
TAAL Enterprises Ltd.,,539956.0
Digjam Ltd.,DIGJAMLMTD,539979.0
Lloyds Engineering Works Ltd.,LLOYDSENGG,539992.0
Confidence Futuristic Energetech Ltd.,,539991.0
East West Holdings Ltd.,,540006.0
Mitsu Chem Plast Ltd.,,540078.0
Ladam Affordable Housing Ltd.,,540026.0
Radhika Jeweltech Ltd.,RADHIKAJWE,540125.0
Gujarat Hy-Spin Ltd.,,540938.0
H.G. Infra Engineering Ltd.,HGINFRA,541019.0
Golden Crest Education & Services Ltd.,,540062.0
Aditya Consumer Marketing Ltd.,,540146.0
Spicy Entertainment & Media Ltd.,,540084.0
Dhatre Udyog Ltd.,,540080.0
Veeram Securities Ltd.,,540252.0
Shashijit Infraprojects Ltd.,,540147.0
Crown Lifters Ltd.,CROWN,
SAB Events & Governance Now Media Ltd.,SABEVENTS,540081.0
AMS Polymers Ltd.,,540066.0
Bindal Exports Ltd.,,540148.0
AVSL Industries Ltd.,AVSL,
RMC Switchgears Ltd.,,540358.0
Tiaan Consumer Ltd.,,540108.0
Sakar Healthcare Ltd.,SAKAR,
Gretex Industries Ltd.,GRETEX,
Jet Knitwears Ltd.,JETKNIT,
Globe International Carriers Ltd.,GICL,
Sabrimala Industries India Ltd.,,540132.0
Nandani Creation Ltd.,JAIPURKURT,
Aurangabad Distillery Ltd.,AURDIS,
Pansari Developers Ltd.,PANSARI,
Dhanuka Realty Ltd.,DRL,
Art Nirman Ltd.,ARTNIRMAN,
Aditya Vision Ltd.,,540205.0
Tanvi Foods (India) Ltd.,,540332.0
KMS Medisurgi Ltd.,,540468.0
Mask Investments Ltd.,MASKINVEST,
Agro Phos India Ltd.,AGROPHOS,
Southern Infosys Ltd.,,540174.0
Muthoot Microfin Ltd.,MUTHOOTMF,544055.0
Franklin Industries Ltd.,,540190.0
Jet Freight Logistics Ltd.,JETFREIGHT,543420.0
Osiajee Texfab Ltd.,,540198.0
Euro India Fresh Foods Ltd.,EIFFL,
Heads UP Ventures Ltd.,HEADSUP,540210.0
Libas Consumer Products Ltd.,LIBAS,
Prolife Industries Ltd.,PROLIFE,
PSP Projects Ltd.,PSPPROJECT,540544.0
IFL Enterprises Ltd.,,540377.0
Maximus International Ltd.,,540401.0
GTPL Hathway Ltd.,GTPL,540602.0
Globalspace Technologies Ltd.,,540654.0
Happiest Minds Technologies Ltd.,HAPPSTMNDS,543227.0
Marg Techno Projects Ltd.,,540254.0
Chemcrux Enterprises Ltd.,,540395.0
Madhav Copper Ltd.,MCL,
Shangar Decor Ltd.,,540259.0
Globe Commercials Ltd.,,540266.0
Flora Corporation Ltd.,,540267.0
TruCap Finance Ltd.,TRU,540268.0
ASK Automotive Ltd.,ASKAUTOLTD,544022.0
Krishana Phoschem Ltd.,KRISHANA,
Sarthak Metals Ltd.,SMLT,540393.0
Pricol Ltd.,PRICOLLTD,540293.0
Global Education Ltd.,GLOBAL,
Manomay Tex India Ltd.,MANOMAY,540396.0
Nitiraj Engineers Ltd.,NITIRAJ,
Salasar Techno Engineering Ltd.,SALASAR,540642.0
Manas Properties Ltd.,,540402.0
Escorp Asset Management Ltd.,,540455.0
